ISPREMIER,AGE21PLUSINDICATOR,AGE18TO21INDICATOR,AGE13TO18INDICATOR,GENDERCODE,BIRTHDATE,LOYALTYEMAILOFFEROPTININDICATOR,REWARDSEMAILOPTININDICATOR,REWARDSMOBILEOPTININDICATOR,REWARDSSMSOPTININDICATOR,THEATREMOBILEOFFEROPTININDICATOR,THEATRESMSOFFEROPTININDICATOR,LIFETIMEAWARDSEARNEDAMOUNT,LIFETIMESPENDAMOUNT,ONLINEFEESWAIVEDAMOUNT,ESTIMATEDINCOMERANGE,ESTIMATEDHOMEMARKETVALUERANGE,CHILDRENPRESENCE,HASFREQUENTVISITTHEATRENUMBER,TICKETQTYSUM,TICKETBALANCEDUESUM,CONCQTYSUM,CONCLOYDISCOUNTAMTSUM,CONCBALANCEDUESUM
1,1,0,0,0,6/13/1952,1,1,0,0,0,0,0,13.4,7.5,0,0,3,1,8,72.52,0,0,0
1,1,0,0,0,6/17/1952,1,1,1,0,1,0,0,6.98,2.5,0,0,3,1,10,88.66,15,-5,96.75
1,1,0,0,0,6/23/1952,1,1,0,0,0,0,0,3.4,2.5,0,0,3,0,8,70.66,0,0,0
1,1,0,0,0,7/3/1952,0,1,0,0,0,0,0,11.6,10,0,0,3,1,14,113.44,3,-0.8,13.7
1,1,0,0,0,7/3/1952,1,1,1,0,1,0,0,2.92,0,0,0,3,0,2,17.48,4,-1.5,29.9
0,1,0,0,0,7/7/1952,1,1,0,0,0,0,0,6.4,0,0,0,3,1,4,31.96,0,0,0
0,1,0,0,0,7/24/1952,1,1,0,0,0,0,0,10,0,0,0,3,1,2,24.98,0,0,0
0,1,0,0,0,7/24/1952,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
0,1,0,0,0,7/28/1952,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
0,1,0,0,0,8/20/1952,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
0,1,0,0,0,9/12/1952,1,1,0,0,0,0,0,2.92,2.5,0,0,3,1,4,34.82,0,0,0
0,1,0,0,0,9/23/1952,1,1,0,0,0,0,0,7.4,0,0,0,3,1,4,40.09,0,0,0
0,1,0,0,0,9/30/1952,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
1,1,0,0,0,10/23/1952,1,1,0,0,0,0,0,3,2.5,0,0,3,0,4,29.96,0,0,0
1,1,0,0,0,11/7/1952,1,1,1,0,1,0,0,6.98,0,0,0,3,1,7,46.43,6,-1.5,40.14
1,1,0,0,0,11/16/1952,1,1,0,0,0,0,0,2.8,2.5,0,0,3,1,4,30.96,2,-14.68,0
0,1,0,0,0,11/19/1952,1,1,0,0,0,0,0,8,0,0,0,3,1,2,14.98,0,0,0
0,1,0,0,0,11/30/1952,1,1,1,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0
1,1,0,0,0,12/6/1952,1,1,0,0,0,0,0,0,0,0,0,3,0,4,29.64,5,-0.9,23.9
1,1,0,0,0,12/16/1952,1,1,0,0,0,0,0,0,0,0,0,3,0,2,21.18,0,0,0
0,1,0,0,0,1/31/1953,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
1,1,0,0,0,2/1/1953,1,1,1,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0
1,1,0,0,0,2/14/1953,1,1,0,0,1,0,0,0,0,0,0,3,0,2,12.5,0,0,0
0,1,0,0,0,2/20/1953,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
0,1,0,0,0,3/8/1953,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
0,1,0,0,0,4/19/1953,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
0,1,0,0,0,4/20/1953,1,1,0,0,0,0,0,1.6,0,0,0,3,1,2,7.98,0,0,0
0,1,0,0,0,5/2/1953,0,1,0,0,0,0,0,0,0,0,0,3,1,5,26.45,5,0,28.67
0,1,0,0,0,5/26/1953,0,0,0,0,0,0,0,1.6,2.5,0,0,3,1,2,8.54,0,0,0
0,1,0,0,0,6/8/1953,1,1,1,0,1,0,0,2.8,0,0,0,3,0,0,0,0,0,0
0,1,0,0,0,6/15/1953,1,1,0,0,0,0,0,1.9,0,0,0,3,0,1,9.49,0,0,0
1,1,0,0,0,7/14/1953,0,1,0,0,0,0,0,12.8,3.75,0,0,3,0,6,90.66,0,0,0
1,1,0,0,0,7/25/1953,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
0,1,0,0,0,7/28/1953,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
1,1,0,0,0,8/15/1953,1,1,0,0,0,0,0,6.6,1.25,0,0,3,0,2,16.78,0,0,0
0,1,0,0,0,8/22/1953,0,1,0,0,0,0,0,0,0,0,0,3,1,2,17.54,0,0,0
0,1,0,0,0,9/9/1953,1,1,0,0,0,0,0,17.04,7.5,0,0,3,1,6,91.08,0,0,0
1,1,0,0,0,9/24/1953,1,1,1,0,1,0,0,15.5,0,0,0,3,1,10,67.9,9,-3,63.88
0,1,0,0,0,10/5/1953,1,1,1,0,1,0,0,6.8,2.5,0,0,3,1,4,50.02,4,0,32.2
1,1,0,0,0,10/23/1953,1,1,0,0,0,0,0,19.2,6.25,0,0,3,0,7,66.32,3,-1,18.14
1,1,0,0,0,10/29/1953,1,1,1,0,1,0,0,3.08,0,0,0,3,0,4,37.84,4,-1,22.6
0,1,0,0,0,11/1/1953,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
0,1,0,0,0,11/18/1953,0,0,0,0,0,0,0,8.82,8.75,0,0,3,0,0,0,0,0,0
1,1,0,0,0,11/29/1953,0,1,0,0,0,0,0,38.98,302.5,0,0,3,0,6,43.62,0,0,0
0,1,0,0,0,12/10/1953,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
1,1,0,0,0,12/29/1953,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
0,1,0,0,0,1/2/1954,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
1,1,0,0,0,1/8/1954,1,1,1,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0
1,1,0,0,0,1/9/1954,1,1,0,0,0,0,0,18.2,0,0,0,3,0,6,38.94,6,-3,40.13
1,1,0,0,0,1/18/1954,0,0,0,0,0,0,0,13.5,11.25,0,0,3,0,12,95.46,0,0,0
0,1,0,0,0,1/24/1954,1,1,1,0,1,0,0,8.3,0,0,0,3,0,3,17.61,0,0,0
0,1,0,0,0,1/24/1954,1,1,0,0,0,0,0,3.74,0,0,0,3,1,2,11.62,1,0,8.88
0,1,0,0,0,2/5/1954,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
1,1,0,0,0,3/3/1954,1,1,0,0,0,0,0,0,0,0,0,3,0,2,13.88,0,0,0
1,1,0,0,0,3/15/1954,1,1,1,0,1,0,0,4.4,0,0,0,3,0,2,21.98,0,0,0
0,1,0,0,0,3/19/1954,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
0,1,0,0,0,3/20/1954,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
0,1,0,0,0,3/27/1954,1,1,0,0,0,0,0,6.68,0,0,0,3,1,3,35.71,0,0,0
1,1,0,0,0,4/19/1954,1,1,1,0,1,0,0,1.7,0,0,0,3,0,1,12.94,1,0,9.08
0,1,0,0,0,5/14/1954,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
0,1,0,0,0,6/11/1954,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
0,1,0,0,0,6/20/1954,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
1,1,0,0,0,6/22/1954,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
0,1,0,0,0,7/7/1954,0,0,0,0,0,0,0,0,0,0,0,3,1,1,6.49,0,0,0
1,1,0,0,0,7/12/1954,0,1,1,0,1,0,0,0,0,0,0,3,1,6,47.94,2,-2,14.02
0,1,0,0,0,7/16/1954,1,1,0,0,0,0,0,15.6,0,0,0,3,1,6,77.94,0,0,0
1,1,0,0,0,7/21/1954,1,1,0,0,0,0,0,4.8,5,0,0,3,0,8,51.92,0,0,0
1,1,0,0,0,8/8/1954,1,1,0,0,0,0,0,0,0,0,0,3,0,2,15.04,4,0,17.73
1,1,0,0,0,8/10/1954,1,1,0,0,0,0,0,11.32,5,0,0,3,0,6,58.14,2,0,13.46
0,1,0,0,0,8/17/1954,1,1,1,0,1,0,0,2.2,0,0,0,3,0,0,0,0,0,0
0,1,0,0,0,9/28/1954,1,1,0,0,0,0,0,0,0,0,0,3,1,2,21.18,0,0,0
0,1,0,0,0,10/10/1954,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
0,1,0,0,0,10/11/1954,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
1,1,0,0,0,10/16/1954,1,1,1,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0
0,1,0,0,0,10/22/1954,0,0,0,0,0,0,0,3,3.75,0,0,3,1,3,16.38,0,0,0
1,1,0,0,0,12/1/1954,1,1,0,0,0,0,0,0,0,0,0,3,0,4,26.86,0,0,0
0,1,0,0,0,12/28/1954,1,1,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0
1,1,0,0,0,1/15/1955,1,1,1,0,1,0,0,4,0,0,0,3,0,3,41.97,7,-1.5,45.04
0,1,0,0,0,1/18/1955,1,1,0,0,0,0,0,10.9,6.25,0,0,3,1,5,58.25,0,0,0
0,1,0,0,0,2/7/1955,1,1,0,0,0,0,0,5.34,0,0,0,3,1,2,14.98,2,0,12.49
1,1,0,0,0,2/20/1955,1,1,0,0,0,0,0,7.8,3.75,0,0,3,1,7,88.05,1,-1,7.94
0,1,0,0,0,3/2/1955,1,1,0,0,0,0,0,14.6,0,0,0,3,1,2,20.48,5,0,28.64
1,1,0,0,0,3/20/1955,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
1,1,0,0,0,3/21/1955,1,1,0,0,0,0,0,3.64,2.5,0,0,3,0,5,54.01,4,0,19.11
1,1,0,0,0,3/28/1955,1,1,1,0,1,0,0,3.5,2.5,0,0,3,0,4,34.96,4,0,25.57
0,1,0,0,0,5/5/1955,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
0,1,0,0,0,5/9/1955,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
0,1,0,0,0,5/15/1955,1,1,0,0,0,0,0,0,0,0,0,3,1,4,21.56,0,0,0
0,1,0,0,0,5/21/1955,0,1,0,0,0,0,0,4,2.5,0,0,3,1,2,21.4,0,0,0
0,1,0,0,0,6/12/1955,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
0,1,0,0,0,6/22/1955,1,1,0,0,0,0,0,6,2.5,0,0,3,1,2,32.1,0,0,0
0,1,0,0,0,6/25/1955,1,1,0,0,0,0,0,0,0,0,0,3,1,4,46.36,2,0,14.84
0,1,0,0,0,6/27/1955,0,0,0,0,0,0,0,6.84,3.75,0,0,3,1,3,36.99,0,0,0
1,1,0,0,0,7/13/1955,1,1,1,0,1,0,0,0,0,0,0,3,0,0,0,3,0,22.66
1,1,0,0,0,8/14/1955,1,1,1,0,1,0,0,0,0,0,0,3,0,5,42.37,3,-1,17.56
0,1,0,0,0,8/20/1955,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
0,1,0,0,0,8/29/1955,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
0,1,0,0,0,8/31/1955,1,1,0,0,0,0,0,3.8,2.5,0,0,3,1,2,18.98,0,0,0
0,1,0,0,0,9/17/1955,0,1,0,0,0,0,0,10.5,6.25,0,0,3,1,5,55.71,0,0,0
0,1,0,0,0,10/5/1955,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
0,1,0,0,0,10/7/1955,1,1,0,0,0,0,0,28,12.5,0,0,3,1,10,122.9,0,0,0
1,1,0,0,0,10/26/1955,1,0,1,0,1,0,0,4,2.5,0,0,3,0,4,39.96,0,0,0
0,1,0,0,0,11/4/1955,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
0,1,0,0,0,11/27/1955,1,1,1,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0
1,1,0,0,0,12/3/1955,1,1,1,0,1,0,0,4.2,0,0,0,3,0,7,44.65,0,0,0
0,1,0,0,0,1/6/1956,1,1,1,0,1,0,0,5.38,2.5,0,0,3,0,2,19.98,3,0,7.3
1,1,0,0,0,3/9/1956,1,1,1,0,1,0,0,3.78,0,0,0,3,0,0,0,3,0,20.18
0,1,0,0,0,3/24/1956,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
0,1,0,0,0,5/16/1956,1,1,0,0,0,0,0,19.78,7.5,0,0,3,1,13,103.05,21,0,52.22
0,1,0,0,0,5/17/1956,1,1,0,0,0,0,0,43.9,0,0,0,3,1,4,51.96,2,0,6.58
0,1,0,0,0,7/4/1956,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
1,1,0,0,0,7/11/1956,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
0,1,0,0,0,8/4/1956,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
0,1,0,0,0,8/10/1956,0,0,0,0,0,0,0,3.1,2.5,0,0,3,1,2,16.85,0,0,0
0,1,0,0,0,8/11/1956,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
1,1,0,0,0,8/22/1956,1,1,0,0,0,0,0,0,0,0,0,3,1,4,18.48,2,-1.4,13.76
0,1,0,0,0,8/22/1956,1,1,0,0,0,0,0,2.2,0,0,0,3,1,3,17.64,0,0,0
0,1,0,0,0,9/14/1956,1,1,0,0,0,0,0,15.86,7.5,0,0,3,1,6,88.76,0,0,0
1,1,0,0,0,9/15/1956,1,1,1,0,1,0,0,0,0,0,0,3,0,4,29.08,0,0,0
0,1,0,0,0,9/18/1956,1,1,0,0,0,0,0,6.7,0,0,0,3,0,1,9.51,0,0,0
1,1,0,0,0,10/4/1956,1,1,0,0,0,0,0,0,0,0,0,3,0,2,10.84,6,0,14.96
1,1,0,0,0,10/17/1956,1,1,1,0,1,0,0,0,0,0,0,3,0,0,0,4,-1.5,25.82
0,1,0,0,0,10/30/1956,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
0,1,0,0,0,11/21/1956,0,0,0,0,0,0,0,6.4,2.5,0,0,3,1,2,19.28,2,0,15.14
0,1,0,0,0,12/10/1956,1,1,0,0,0,0,0,0,0,0,0,3,1,2,23.3,0,0,0
1,1,0,0,0,1/3/1957,1,1,0,0,0,0,0,0,0,0,0,3,1,8,60.19,3,-1,18
0,1,0,0,0,1/12/1957,1,1,0,0,0,0,0,4.8,2.5,0,0,3,1,4,50.96,0,0,0
1,1,0,0,0,2/7/1957,1,1,1,0,1,0,0,5.84,0,0,0,3,0,0,0,4,0,31.81
0,1,0,0,0,2/7/1957,1,1,0,0,0,0,0,0,0,0,0,3,1,2,14.28,0,0,0
0,1,0,0,0,2/8/1957,0,0,0,0,0,0,0,8,2.5,0,0,3,1,2,39.98,0,0,0
0,1,0,0,0,3/5/1957,0,1,0,0,0,0,0,8.32,5,0,0,3,1,4,41.56,0,0,0
0,1,0,0,0,3/7/1957,0,1,0,0,0,0,0,15.5,0,0,0,3,1,2,19.98,0,0,0
0,1,0,0,0,3/7/1957,1,1,0,0,0,0,0,0,0,0,0,3,1,2,20.68,6,0,24.67
0,1,0,0,0,4/1/1957,1,1,0,0,0,0,0,0,0,0,0,3,1,1,13.88,0,0,0
0,1,0,0,0,4/7/1957,0,0,0,0,0,0,0,4.4,2.5,0,0,3,1,2,21.98,0,0,0
1,1,0,0,0,4/21/1957,1,1,0,0,0,0,0,10,5,0,0,3,0,6,74.94,0,0,0
0,1,0,0,0,5/13/1957,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
0,1,0,0,0,6/11/1957,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
0,1,0,0,0,6/25/1957,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
0,1,0,0,0,7/13/1957,0,1,0,0,0,0,0,0,0,0,0,3,1,3,54,0,0,0
0,1,0,0,0,7/13/1957,0,1,0,0,0,0,0,2.36,2.5,0,0,3,1,2,12.62,0,0,0
0,1,0,0,0,8/12/1957,1,1,1,0,1,0,0,1.06,0,0,0,3,1,1,5.66,0,0,0
0,1,0,0,0,8/25/1957,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
0,1,0,0,0,8/29/1957,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
1,1,0,0,0,8/30/1957,0,0,0,0,0,0,0,7.8,2.5,0,0,3,0,6,92.94,0,0,0
0,1,0,0,0,9/10/1957,1,1,0,0,0,0,0,0,0,0,0,3,1,2,16.81,0,0,0
0,1,0,0,0,9/10/1957,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
1,1,0,0,0,10/26/1957,1,1,0,0,0,0,0,11,7.5,0,0,3,1,13,120.43,0,0,0
0,1,0,0,0,11/5/1957,1,0,0,0,0,0,0,2.16,0,0,0,3,0,0,0,0,0,0
0,1,0,0,0,11/19/1957,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
0,1,0,0,0,11/26/1957,1,1,0,0,0,0,0,5.58,3.75,0,0,3,1,3,27.87,0,0,0
0,1,0,0,0,1/24/1958,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
1,1,0,0,0,2/26/1958,1,1,1,0,1,0,0,0,0,0,0,3,0,0,0,2,0,13.19
0,1,0,0,0,3/16/1958,1,1,1,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0
0,1,0,0,0,3/18/1958,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
0,1,0,0,0,4/2/1958,0,1,0,0,0,0,0,9,3.75,0,0,3,1,3,45,0,0,0
0,1,0,0,0,5/24/1958,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
0,1,0,0,0,5/31/1958,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,7.3
1,1,0,0,0,6/7/1958,1,1,0,0,0,0,0,0,0,0,0,3,0,2,22.17,2,-2,15.14
0,1,0,0,0,6/14/1958,0,1,0,0,0,0,0,18.12,5,0,0,3,1,4,69.5,0,0,0
1,1,0,0,0,6/17/1958,1,1,1,0,1,0,0,0,0,0,0,3,0,0,0,5,0,14.79
0,1,0,0,0,6/23/1958,1,1,1,0,1,0,0,2.4,0,0,0,3,0,0,0,2,0,12.41
1,1,0,0,0,6/30/1958,1,1,1,0,1,0,0,0,0,0,0,3,1,7,60.98,1,0,4.76
1,1,0,0,0,7/18/1958,1,1,1,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0
0,1,0,0,0,7/26/1958,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
0,1,0,0,0,8/1/1958,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
0,1,0,0,0,8/19/1958,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
0,1,0,0,0,9/15/1958,1,1,0,0,0,0,0,0,0,0,0,3,1,4,23.96,0,0,0
1,1,0,0,0,9/16/1958,0,1,0,0,0,0,0,4.8,2.5,0,0,3,0,6,81.94,0,0,0
1,1,0,0,0,9/23/1958,0,0,1,0,1,0,0,0,0,0,0,3,0,4,49.97,0,0,0
0,1,0,0,0,9/30/1958,1,1,0,0,0,0,0,11.78,0,0,0,3,1,4,42.18,4,-8.49,19.31
0,1,0,0,0,10/7/1958,1,1,0,0,0,0,0,4.2,2.5,0,0,3,1,2,22.5,0,0,0
0,1,0,0,0,12/5/1958,1,1,0,0,0,0,0,4.8,2.5,0,0,3,1,2,23.98,0,0,0
0,1,0,0,0,12/15/1958,0,1,0,0,0,0,0,24.4,7.5,0,0,3,1,6,71.94,0,0,0
1,1,0,0,0,12/29/1958,1,1,0,0,0,0,0,3.32,2.5,0,0,3,0,4,40.34,0,0,0
0,1,0,0,0,1/17/1959,1,1,1,0,1,0,0,16.1,0,0,0,3,1,4,44.38,2,0,14.97
1,1,0,0,0,1/23/1959,1,1,1,0,1,0,0,0,0,0,0,3,0,1,6.41,4,-0.8,24.65
0,1,0,0,0,1/25/1959,1,1,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0
0,1,0,0,0,1/26/1959,0,1,0,0,0,0,0,0,0,0,0,3,1,10,104.19,6,0,24.63
1,1,0,0,0,2/12/1959,1,1,1,0,1,0,0,0,0,0,0,3,0,1,7.99,0,0,0
0,1,0,0,0,3/1/1959,1,1,0,0,0,0,0,9.8,2.5,0,0,3,1,2,23.98,0,0,0
0,1,0,0,0,4/10/1959,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
0,1,0,0,0,4/28/1959,1,1,0,0,0,0,0,3.2,0,0,0,3,1,4,16.96,0,0,0
0,1,0,0,0,5/15/1959,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
1,1,0,0,0,5/24/1959,1,0,1,0,1,0,0,0,0,0,0,3,0,0,0,2,0,13.61
0,1,0,0,0,5/30/1959,1,1,0,0,0,0,0,9.9,0,0,0,3,1,1,11.05,2,0,15.25
1,1,0,0,0,6/19/1959,1,1,1,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0
1,1,0,0,0,7/4/1959,1,1,1,0,1,0,0,16.2,8.75,0,0,3,1,15,195.85,0,0,0
0,1,0,0,0,7/7/1959,1,1,1,0,1,0,0,8.2,0,0,0,3,1,4,23.5,0,0,0
0,1,0,0,0,7/17/1959,1,1,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0
0,1,0,0,0,8/2/1959,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
0,1,0,0,0,8/4/1959,1,0,1,0,1,0,0,0,0,0,0,3,1,1,11.12,1,0,7.94
0,1,0,0,0,8/8/1959,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
0,1,0,0,0,8/20/1959,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
0,1,0,0,0,8/29/1959,1,1,0,0,0,0,0,4.8,0,0,0,3,1,2,10.7,2,0,15.14
0,1,0,0,0,8/29/1959,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
0,1,0,0,0,9/1/1959,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
0,1,0,0,0,9/23/1959,1,1,0,0,0,0,0,17.92,0,0,0,3,1,16,83,27,0,119.57
0,1,0,0,0,9/24/1959,1,1,1,0,1,0,0,1.52,0,0,0,3,1,2,12.28,1,0,8.05
0,1,0,0,0,10/14/1959,0,0,0,0,0,0,0,4.8,2.5,0,0,3,1,2,23.98,0,0,0
1,1,0,0,0,10/26/1959,1,1,1,0,1,0,0,3.72,0,0,0,3,0,5,32.45,3,0,20.07
0,1,0,0,0,10/30/1959,1,1,0,0,0,0,0,0,0,0,0,3,1,3,20.97,0,0,0
1,1,0,0,0,11/21/1959,1,1,1,0,1,0,0,20,7.5,0,0,3,0,8,82.16,0,0,0
0,1,0,0,0,12/7/1959,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
1,1,0,0,0,12/23/1959,1,1,1,0,1,0,0,2.8,0,0,0,3,0,2,20.32,8,0,30.45
0,1,0,0,0,12/24/1959,1,1,1,0,1,0,0,7.62,0,0,0,3,0,0,0,7,0,38.57
1,1,0,0,0,12/24/1959,0,1,0,0,0,0,0,3.18,3.75,0,0,3,0,3,16.65,0,0,0
1,1,0,0,0,12/30/1959,1,1,1,0,1,0,0,4.9,0,0,0,3,0,3,28.89,6,-1.5,40.24
0,1,0,0,0,1/9/1960,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
0,1,0,0,0,1/13/1960,1,1,1,0,1,0,0,4.1,0,0,0,3,1,4,15.96,4,0,27.37
0,1,0,0,0,1/18/1960,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
0,1,0,0,0,1/21/1960,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
0,1,0,0,0,1/24/1960,1,1,1,0,1,0,0,15.29,0,0,0,3,0,0,0,0,0,0
0,1,0,0,0,2/2/1960,1,1,0,0,0,0,0,1.9,1.25,0,0,3,1,1,10.36,0,0,0
0,1,0,0,0,2/21/1960,0,0,0,0,0,0,0,11.6,5,0,0,3,1,4,35.27,0,0,0
0,1,0,0,0,3/3/1960,1,1,0,0,0,0,0,2.6,1.25,0,0,3,1,1,13.9,0,0,0
0,1,0,0,0,4/22/1960,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
1,1,0,0,0,6/21/1960,0,0,0,0,0,0,0,5.92,2.5,0,0,3,1,4,59.16,0,0,0
1,1,0,0,0,6/23/1960,1,1,1,0,1,0,0,7.8,0,0,0,3,0,5,49.95,0,0,0
0,1,0,0,0,7/7/1960,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
1,1,0,0,0,7/7/1960,1,1,0,0,0,0,0,9.56,7.5,0,0,3,0,8,64.32,0,0,0
1,1,0,0,0,7/12/1960,1,1,1,0,1,0,0,8.52,0,0,0,3,0,3,31.47,3,-1,18.63
1,1,0,0,0,7/23/1960,1,1,1,0,1,0,0,15.3,0,0,0,3,1,15,106.1,35,-6.1,162.1
0,1,0,0,0,8/15/1960,0,0,0,0,0,0,0,9.24,5,0,0,3,1,4,49.4,0,0,0
1,1,0,0,0,8/20/1960,1,1,0,0,0,0,0,13.6,3.75,0,0,3,0,4,45.09,0,0,0
1,1,0,0,0,8/26/1960,1,1,1,0,1,0,0,5.58,0,0,0,3,0,3,18.93,11,-3.5,69.49
0,1,0,0,0,9/4/1960,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
0,1,0,0,0,9/4/1960,1,1,0,0,0,0,0,84.4,0,0,0,3,1,19,424.95,0,0,0
0,1,0,0,0,9/12/1960,0,0,0,0,0,0,0,13.8,5,0,0,3,0,0,0,0,0,0
1,1,0,0,0,9/23/1960,1,1,1,0,1,0,0,8.94,0,0,0,3,1,4,52.48,18,-2,102.78
0,1,0,0,0,10/13/1960,1,1,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0
1,1,0,0,0,10/31/1960,1,0,1,0,0,0,0,0,0,0,0,3,0,5,49.95,5,-2,33.91
0,1,0,0,0,11/9/1960,1,1,0,0,0,0,0,8.16,2.5,0,0,3,1,2,21.38,3,0,22.25
1,1,0,0,0,11/23/1960,1,1,1,0,1,0,0,8.76,0,0,0,3,1,8,75.87,8,-1,51.39
0,1,0,0,0,12/3/1960,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
0,1,0,0,0,12/15/1960,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
0,1,0,0,0,12/28/1960,1,1,0,0,0,0,0,0,0,0,0,3,1,2,10.78,5,0,39.29
0,1,0,0,0,12/28/1960,0,0,0,0,0,0,0,8.7,3.75,0,0,3,1,3,43.47,0,0,0
1,1,0,0,0,1/8/1961,0,0,0,0,0,0,0,0,0,0,0,3,0,2,21.38,0,0,0
1,1,0,0,0,1/13/1961,1,1,0,0,0,0,0,13.2,2.5,0,0,3,0,4,35.71,1,0,9.64
0,1,0,0,0,1/23/1961,1,1,0,0,0,0,0,4.4,2.5,0,0,3,1,2,23.08,0,0,0
